productId,stop_tokens,score_indexed
B003AI2VGA,"[""murders"",""juarez"",""real"",""movie"",""badly"",""acted"",""fantasy"",""revenge"",""holy"",""intercession"",""good"",""movie"",""juarez"",""know"",""one""]",1
B003AI2VGA,"[""mexican"",""men"",""macho"",""rapists"",""gangsters"",""ineffective"",""bureaucrats"",""mexican"",""women"",""semi"",""pagan"",""pious"",""fools"",""self"",""serving"",""corporate"",""types"",""even"",""pushy"",""culturally"",""insensitive"",""liberal"",""female"",""reporter"",""br"",""br"",""story"",""absurd"",""characters"",""unbelievable"",""stereotypes"",""offensive""]",1
B00004CQT3,"[""movie"",""one"",""worst"",""ever"",""seen"",""acting"",""wasn"",""good"",""predictable"",""parts"",""plot"",""competly"",""unnecessary"",""worst"",""bit"",""acting"",""yellow"",""comes"",""home"",""owner"",""expression"",""sees"",""look"",""even"",""remotely"",""happy"",""want"",""predictable"",""watch"",""survival"",""movie"",""happens"",""almost"",""always"",""person"",""gets"",""lost"",""wilderness"",""accident"",""struggle"",""survive"",""found"",""brought"",""home"",""far"",""home"",""exception"",""unnecessary"",""whole"",""romance"",""part"",""movie"",""badly"",""done"",""needed"",""girl"",""gives"",""cookies"",""kisses"",""comes"",""home"",""boy"",""affections"",""remains"",""pretty"",""much"",""obtuse"",""also"",""parts"",""movie"",""might"",""upset"",""young"",""children"",""time"",""kills"",""rabbit"",""yellow"",""rescued"",""advise"",""anyone"",""see"",""movie"",""fact"",""warn""]",1
B000063W1R,"[""classics"",""remain"",""beloved"",""hundreds"",""years"",""wonderfully"",""crafted"",""contain"",""universal"",""truths"",""still"",""speak"",""us"",""director"",""producer"",""condescending"",""adaptation"",""dumas"",""classic"",""story"",""must"",""feel"",""modern"",""american"",""audience"",""doesn"",""intelligence"",""appreciate"",""great"",""classic"",""works"",""br"",""br"",""oh"",""basic"",""story"",""line"",""man"",""wronged"",""man"",""goes"",""prison"",""man"",""escapes"",""man"",""finds"",""treasure"",""man"",""seeks"",""revenge"",""homage"",""great"",""work"",""ends"",""often"",""ridiculous"",""changes"",""made"",""know"",""cliche"",""say"",""movie"",""good"",""book"",""case"",""however"",""believe"",""actually"",""audacity"",""call"",""movie"",""name"",""classic"",""novel"",""minimally"",""follows"",""br"",""br"",""one"",""excuse"",""adaptations"",""novel"",""produced"",""screenplay"",""changes"",""made"",""case"",""lose"",""beauty"",""terrible"",""power"",""original"",""story"",""instead"",""wonderful"",""slow"",""burn"",""lot"",""atmosphere"",""dantes"",""slowly"",""painstakingly"",""weaves"",""web"",""revenge"",""wrongs"",""done"",""stupid"",""devices"",""like"",""flamboyant"",""entry"",""hot"",""air"",""balloon"",""complete"",""cirque"",""du"",""soleil"",""acrobats"",""twisting"",""ropes"",""instead"",""intricate"",""plan"",""destroy"",""personages"",""wronged"",""swashbuckling"",""sword"",""fights"",""every"",""scenes"",""br"",""br"",""major"",""characters"",""missing"",""completely"",""valentine"",""shamelessly"",""changed"",""substituted"",""jacopo"",""ali"",""final"",""plot"",""device"",""totally"",""contrived"",""book"",""find"",""dantes"",""son"",""sired"",""mercedes"",""arrested"",""guess"",""screenwriters"",""felt"",""put"",""sex"",""story"",""one"",""like"",""br"",""br"",""awaited"",""production"",""eagerly"",""seen"",""feel"",""disgusted"",""insulted"",""want"",""see"",""intelligent"",""production"",""count"",""monte"",""cristo"",""avoid"",""movie"",""like"",""black"",""death"",""better"",""lock"",""dvd"",""chateau"",""d"",""haven"",""read"",""book"",""may"",""enjoy"",""since"",""won"",""dissapointed"",""lacking"",""good"",""scenery"",""filming"",""although"",""acting"",""terrible"",""jacopo"",""especially"",""br"",""br"",""director"",""producers"",""shame"",""nearly"",""everything"",""movie"",""wrong"",""wrong"",""wrong"",""give"",""american"",""audience"",""credit"",""pity"",""sake"",""appreciate"",""great"",""works""]",1
B000063W1R,"[""agree"",""may"",""necessary"",""change"",""parts"",""story"",""make"",""2"",""hour"",""limit"",""common"",""movies"",""think"",""ending"",""without"",""giving"",""away"",""care"",""goes"",""counter"",""vengence"",""theme"",""mr"",""dumas"",""weaving"",""count"",""winds"",""may"",""issue"",""acceptable"",""movie"",""industry"",""racially"",""may"",""simpleminded"",""simplification"",""ve"",""never"",""read"",""book"",""read"",""melodramatic"",""ending"",""makes"",""sense"",""end"",""movie"",""br"",""aside"",""think"",""mel"",""gibson"",""must"",""seen"",""movie"",""settled"",""mr"",""caviezel"",""lead"",""seeing"",""portrayal"",""imprisoned"",""edmond"",""dantes"",""whipped"",""3"",""times"",""movie"",""made"",""look"",""astonishingly"",""like"",""jesus"",""portrayed"",""gibson"",""movie"",""looks"",""like"",""type"",""cast""]",1
B000063W1R,"[""maybe"",""entertainig"",""movie"",""ones"",""read"",""book"",""abomination"",""us"",""cherish"",""one"",""world"",""greatest"",""classics"",""like"",""romeo"",""juliette"",""getting"",""married"",""live"",""happily"",""ever"",""indeed"",""beautiful"",""scenes"",""good"",""acting"",""appealing"",""story"",""movie"",""really"",""reflecting"",""book"",""thoroughly"",""disgusted"",""walking"",""theater"",""highly"",""recommend"",""1974"",""version"",""richard"",""chaimberlain"",""much"",""better"",""film""]",1
B000063W1R,"[""count"",""monte"",""cristo"",""probably"",""one"",""favorite"",""books"",""numerous"",""inter"",""connected"",""plot"",""lines"",""filled"",""suspense"",""romance"",""know"",""coming"",""revenge"",""movie"",""adaptation"",""novel"",""awful"",""except"",""title"",""character"",""names"",""details"",""nothing"",""movie"",""resembles"",""original"",""movie"",""focuses"",""struggle"",""revenge"",""edmound"",""dantes"",""turns"",""watered"",""version"",""book"",""amount"",""fight"",""scenes"",""saved"",""movie"",""plus"",""ending"",""completely"",""different"",""br"",""br"",""recommend"",""movie"",""plan"",""never"",""read"",""book"",""read"",""count"",""monte"",""cristo"",""see"",""movie"",""disappoint"",""like""]",1
B000063W1R,"[""read"",""loved"",""book"",""likely"",""movie"",""isn"",""similarities"",""two"",""dantes"",""imprisonment"",""escape"",""yet"",""see"",""movie"",""version"",""count"",""monte"",""cristo"",""gets"",""story"",""right"",""closest"",""1975"",""richard"",""chamberlain"",""version"",""even"",""one"",""flaws"",""summery"",""movie"",""edmond"",""dantes"",""life"",""ruined"",""greedy"",""friend"",""tweleve"",""years"",""prison"",""dantes"",""comes"",""back"",""gets"",""vengence"",""mercedes"",""life"",""goes"",""back"",""twelve"",""years"",""ago"",""book"",""much"",""deeper"",""unrealistic"",""fairy"",""tale"",""ending"",""makes"",""whole"",""movie"",""feel"",""flat""]",1
B000063W1R,"[""unfortunately"",""read"",""1400"",""page"",""novel"",""seen"",""movie"",""versions"",""starring"",""robert"",""donat"",""gerard"",""depardieu"",""hence"",""version"",""trivial"",""adventure"",""flick"",""nothing"",""magic"",""classic"",""br"",""br"",""might"",""serve"",""entertaining"",""movie"",""modern"",""viewer"",""idea"",""real"",""novel"",""offer"",""less"",""faithful"",""hence"",""less"",""sophisticated"",""even"",""classic"",""comic"",""book"",""version""]",1
B000063W1R,"[""alexandre"",""dumas"",""fantastic"",""author"",""novel"",""wrote"",""count"",""monte"",""cristo"",""gripping"",""fantastic"",""read"",""book"",""several"",""times"",""exciting"",""time"",""movie"",""unexpectedly"",""changes"",""book"",""intent"",""point"",""count"",""arriving"",""paris"",""changes"",""necessary"",""meet"",""time"",""constraints"",""change"",""entire"",""persona"",""count"",""yet"",""another"",""example"",""hollywood"",""screwing"",""great"",""literature"",""br"",""br"",""films"",""made"",""adhere"",""intent"",""great"",""literature"",""making"",""needed"",""changes"",""lord"",""rings"",""movies"",""great"",""examples""]",1
